_id,fecha_de_negociacion,producto_de_mibgas,precios_de_los_productos_mibgas
3577,2019-10-09,Producto intradiario WD,12.93000
3578,2019-10-09,Producto diario D+1,12.70000
3579,2019-10-09,Producto mensual M+1,16.66000
3580,2019-10-09,Producto anual Y+1,19.01000
3581,2019-10-10,Producto intradiario WD,11.76000
3582,2019-10-10,Producto diario D+1,11.66000
3583,2019-10-10,Producto mensual M+1,16.63000
3584,2019-10-11,Producto intradiario WD,11.91000
3585,2019-10-11,Producto diario D+1,11.54000
3586,2019-10-11,Producto mensual M+1,17.00000
3587,2019-10-12,Producto intradiario WD,11.07000
3588,2019-10-12,Producto diario D+1,12.09000
3589,2019-10-13,Producto intradiario WD,11.74000
3590,2019-10-13,Producto diario D+1,12.45000
3591,2019-10-14,Producto intradiario WD,12.36000
3592,2019-10-14,Producto diario D+1,12.28000
3593,2019-10-14,Producto mensual M+1,17.01000
3594,2019-10-14,Producto mensual M+2,19.10000
3595,2019-10-15,Producto intradiario WD,14.04000
3596,2019-10-15,Producto diario D+1,13.26000
3597,2019-10-15,Producto mensual M+1,17.18000
3598,2019-10-15,Producto anual Y+1,19.54000
3599,2019-10-16,Producto intradiario WD,13.89000
3600,2019-10-16,Producto diario D+1,13.67000
3601,2019-10-16,Producto mensual M+1,17.21000
3602,2019-10-17,Producto intradiario WD,13.25000
3603,2019-10-17,Producto diario D+1,12.89000
3604,2019-10-17,Producto mensual M+1,16.80000
3605,2019-10-18,Producto intradiario WD,13.30000
3606,2019-10-18,Producto diario D+1,12.31000
3607,2019-10-18,Producto mensual M+1,17.11000
3608,2019-10-18,Producto mensual M+2,18.90000
3609,2019-10-19,Producto intradiario WD,12.61000
3610,2019-10-19,Producto diario D+1,13.41000
3611,2019-10-20,Producto intradiario WD,13.86000
3612,2019-10-20,Producto diario D+1,13.61000
3613,2019-10-21,Producto intradiario WD,13.87000
3614,2019-10-21,Producto diario D+1,13.86000
3615,2019-10-21,Producto mensual M+1,16.88000
3616,2019-10-21,Producto trimestral Q+1,19.39000
3617,2019-10-21,Producto anual Y+1,18.94000
3618,2019-10-22,Producto intradiario WD,14.31000
3619,2019-10-22,Producto diario D+1,13.87000
3620,2019-10-22,Producto mensual M+1,16.68000
3621,2019-10-22,Producto mensual M+2,18.02000
3622,2019-10-22,Producto trimestral Q+1,19.14000
3623,2019-10-23,Producto intradiario WD,14.14000
3624,2019-10-23,Producto diario D+1,13.87000
3625,2019-10-23,Producto mensual M+1,16.31000
3626,2019-10-23,Producto anual Y+1,18.40000
3627,2019-10-24,Producto intradiario WD,13.43000
3628,2019-10-24,Producto diario D+1,13.38000
3629,2019-10-24,Producto mensual M+1,16.31000
3630,2019-10-25,Producto intradiario WD,13.00000
3631,2019-10-25,Producto diario D+1,12.91000
3632,2019-10-25,Producto mensual M+1,16.10000
3633,2019-10-25,Producto trimestral Q+1,18.71000
3634,2019-10-26,Producto intradiario WD,12.17000
3635,2019-10-26,Producto diario D+1,12.65000
3636,2019-10-27,Producto intradiario WD,12.81000
3637,2019-10-27,Producto diario D+1,13.69000
3638,2019-10-28,Producto intradiario WD,14.25000
3639,2019-10-28,Producto diario D+1,13.94000
3640,2019-10-28,Producto mensual M+1,15.30000
3641,2019-10-28,Producto mensual M+2,17.12000
3642,2019-10-28,Producto anual Y+1,18.00000
3643,2019-10-29,Producto intradiario WD,14.07000
3644,2019-10-29,Producto diario D+1,13.81000
3645,2019-10-29,Producto mensual M+1,14.75000
3646,2019-10-30,Producto intradiario WD,13.17000
3647,2019-10-30,Producto diario D+1,12.57000
3648,2019-10-30,Producto mensual M+1,14.29000
3649,2019-10-30,Producto mensual M+2,16.41000
3650,2019-10-30,Producto anual Y+1,18.12000
3651,2019-10-31,Producto intradiario WD,10.93000
3652,2019-10-31,Producto diario D+1,9.03000
3653,2019-10-31,Producto mensual M+1,13.41000
3654,2019-10-31,Producto mensual M+2,16.29000
3655,2019-11-01,Producto intradiario WD,8.37000
3656,2019-11-01,Producto diario D+1,8.36000
3657,2019-11-01,Producto mensual M+1,16.15000
3658,2019-11-02,Producto intradiario WD,7.63000
3659,2019-11-02,Producto diario D+1,7.89000
3660,2019-11-03,Producto intradiario WD,7.34000
3661,2019-11-03,Producto diario D+1,8.39000
3662,2019-11-04,Producto intradiario WD,7.47000
3663,2019-11-04,Producto diario D+1,9.05000
3664,2019-11-04,Producto mensual M+1,15.92000
3665,2019-11-05,Producto intradiario WD,11.52000
3666,2019-11-05,Producto diario D+1,10.97000
3667,2019-11-05,Producto mensual M+1,16.20000
3668,2019-11-05,Producto mensual M+2,18.08000
3669,2019-11-06,Producto intradiario WD,13.42000
3670,2019-11-06,Producto diario D+1,12.94000
3671,2019-11-06,Producto mensual M+1,16.14000
3672,2019-11-06,Producto mensual M+2,17.80000
3673,2019-11-07,Producto intradiario WD,12.08000
3674,2019-11-07,Producto diario D+1,11.94000
3675,2019-11-07,Producto mensual M+1,15.80000
3676,2019-11-07,Producto mensual M+2,17.67000
3677,2019-11-08,Producto intradiario WD,13.83000
3678,2019-11-08,Producto diario D+1,13.11000
3679,2019-11-08,Producto mensual M+1,15.75000
3680,2019-11-08,Producto mensual M+2,17.40000
3681,2019-11-08,Producto trimestral Q+1,17.62000
3682,2019-11-09,Producto intradiario WD,14.33000
3683,2019-11-09,Producto diario D+1,13.56000
3684,2019-11-10,Producto intradiario WD,14.48000
3685,2019-11-10,Producto diario D+1,14.71000
3686,2019-11-11,Producto intradiario WD,14.87000
3687,2019-11-11,Producto diario D+1,15.00000
3688,2019-11-11,Producto mensual M+1,16.18000
3689,2019-11-11,Producto anual Y+1,17.40000
3690,2019-11-12,Producto intradiario WD,14.43000
3691,2019-11-12,Producto diario D+1,14.27000
3692,2019-11-12,Producto mensual M+1,15.50000
3693,2019-11-12,Producto anual Y+1,17.21000
3694,2019-11-13,Producto intradiario WD,14.60000
3695,2019-11-13,Producto diario D+1,14.38000
3696,2019-11-13,Producto mensual M+1,15.23000
3697,2019-11-13,Producto trimestral Q+1,17.13000
3698,2019-11-14,Producto intradiario WD,14.31000
3699,2019-11-14,Producto diario D+1,14.46000
3700,2019-11-14,Producto mensual M+1,15.21000
3701,2019-11-14,Producto mensual M+2,16.82000
3702,2019-11-14,Producto trimestral Q+1,17.03000
3703,2019-11-14,Producto anual Y+1,17.19000
3704,2019-11-15,Producto intradiario WD,14.72000
3705,2019-11-15,Producto diario D+1,14.33000
3706,2019-11-15,Producto mensual M+1,15.15000
3707,2019-11-16,Producto intradiario WD,14.95000
3708,2019-11-16,Producto diario D+1,14.77000
3709,2019-11-17,Producto intradiario WD,14.14000
3710,2019-11-17,Producto diario D+1,15.36000
3711,2019-11-18,Producto intradiario WD,16.11000
3712,2019-11-18,Producto diario D+1,15.67000
3713,2019-11-18,Producto mensual M+1,15.15000
3714,2019-11-18,Producto anual Y+1,17.11000
3715,2019-11-19,Producto intradiario WD,16.17000
3716,2019-11-19,Producto diario D+1,16.02000
3717,2019-11-19,Producto mensual M+1,15.03000
3718,2019-11-19,Producto trimestral Q+1,16.91000
3719,2019-11-20,Producto intradiario WD,16.34000
3720,2019-11-20,Producto diario D+1,16.01000
3721,2019-11-20,Producto mensual M+1,15.20000
3722,2019-11-20,Producto mensual M+2,16.88000
3723,2019-11-20,Producto trimestral Q+1,17.02000
3724,2019-11-20,Producto anual Y+1,17.00000
3725,2019-11-21,Producto intradiario WD,15.49000
3726,2019-11-21,Producto diario D+1,14.52000
3727,2019-11-21,Producto mensual M+1,15.29000
3728,2019-11-22,Producto intradiario WD,15.17000
3729,2019-11-22,Producto diario D+1,13.64000
3730,2019-11-22,Producto mensual M+1,15.62000
3731,2019-11-22,Producto trimestral Q+1,17.53000
3732,2019-11-23,Producto intradiario WD,14.10000
3733,2019-11-23,Producto diario D+1,14.31000
3734,2019-11-24,Producto intradiario WD,14.63000
3735,2019-11-24,Producto diario D+1,15.17000
3736,2019-11-25,Producto intradiario WD,15.68000
3737,2019-11-25,Producto diario D+1,15.55000
3738,2019-11-25,Producto mensual M+1,15.88000
3739,2019-11-25,Producto anual Y+1,17.32000
3740,2019-11-26,Producto intradiario WD,15.27000
3741,2019-11-26,Producto diario D+1,15.06000
3742,2019-11-26,Producto mensual M+1,15.42000
3743,2019-11-26,Producto mensual M+2,16.95000
3744,2019-11-26,Producto mensual  M+3,16.95000
3745,2019-11-26,Producto trimestral Q+1,16.71000
3746,2019-11-26,Producto anual Y+1,16.90000
3747,2019-11-27,Producto intradiario WD,14.71000
3748,2019-11-27,Producto diario D+1,14.72000
3749,2019-11-27,Producto mensual M+1,15.63000
3750,2019-11-27,Producto mensual M+2,17.20000
3751,2019-11-28,Producto intradiario WD,14.23000
3752,2019-11-28,Producto diario D+1,14.88000
3753,2019-11-28,Producto mensual M+1,15.28000
3754,2019-11-28,Producto mensual M+2,16.76000
3755,2019-11-28,Producto mensual  M+3,16.85000
3756,2019-11-28,Producto trimestral Q+1,16.80000
3757,2019-11-28,Producto anual Y+1,16.84000
3758,2019-11-29,Producto intradiario WD,15.67000
3759,2019-11-29,Producto diario D+1,14.00000
3760,2019-11-29,Producto mensual M+1,15.16000
3761,2019-11-29,Producto mensual M+2,16.99000
3762,2019-11-29,Producto trimestral Q+1,17.01000
3763,2019-11-30,Producto intradiario WD,14.07000
3764,2019-11-30,Producto diario D+1,14.80000
3765,2019-12-01,Producto intradiario WD,14.51000
3766,2019-12-01,Producto diario D+1,15.19000
3767,2019-12-02,Producto intradiario WD,14.64000
3768,2019-12-02,Producto diario D+1,15.16000
3769,2019-12-02,Producto mensual M+1,15.79000
3770,2019-12-02,Producto mensual M+2,16.24000
3771,2019-12-02,Producto anual Y+1,16.18000
3772,2019-12-03,Producto intradiario WD,15.32000
3773,2019-12-03,Producto diario D+1,15.21000
3774,2019-12-03,Producto mensual M+1,15.35000
3775,2019-12-03,Producto mensual M+2,15.85000
3776,2019-12-03,Producto trimestral Q+1,15.75000
3777,2019-12-03,Producto anual Y+1,16.11000
3778,2019-12-04,Producto intradiario WD,14.84000
3779,2019-12-04,Producto diario D+1,14.51000
3780,2019-12-04,Producto mensual M+1,15.11000
3781,2019-12-04,Producto mensual M+2,15.49000
3782,2019-12-04,Producto trimestral Q+1,15.45000
3783,2019-12-04,Producto anual Y+1,15.77000
3784,2019-12-05,Producto intradiario WD,14.13000
3785,2019-12-05,Producto diario D+1,13.98000
3786,2019-12-05,Producto mensual M+1,14.81000
3787,2019-12-05,Producto trimestral Q+1,15.22000
3788,2019-12-05,Producto anual Y+1,15.63000
3789,2019-12-06,Producto intradiario WD,13.68000
3790,2019-12-06,Producto diario D+1,14.15000
3791,2019-12-07,Producto intradiario WD,13.79000
3792,2019-12-07,Producto diario D+1,13.32000
3793,2019-12-08,Producto intradiario WD,12.66000
3794,2019-12-08,Producto diario D+1,13.44000
3795,2019-12-09,Producto intradiario WD,13.33000
3796,2019-12-09,Producto diario D+1,13.68000
3797,2019-12-09,Producto mensual M+1,14.78000
3798,2019-12-10,Producto intradiario WD,13.31000
3799,2019-12-10,Producto diario D+1,13.49000
3800,2019-12-11,Producto intradiario WD,13.50000
3801,2019-12-11,Producto diario D+1,12.95000
3802,2019-12-11,Producto mensual M+1,14.01000
3803,2019-12-11,Producto mensual M+2,14.06000
3804,2019-12-11,Producto mensual  M+3,14.25000
3805,2019-12-11,Producto trimestral Q+1,14.12000
3806,2019-12-11,Producto trimestral Q+3,14.25000
3807,2019-12-12,Producto intradiario WD,12.92000
3808,2019-12-12,Producto diario D+1,12.59000
3809,2019-12-12,Producto mensual M+1,14.07000
3810,2019-12-12,Producto mensual M+2,14.26000
3811,2019-12-12,Producto trimestral Q+1,14.31000
3812,2019-12-13,Producto intradiario WD,12.02000
3813,2019-12-13,Producto diario D+1,11.85000
3814,2019-12-13,Producto mensual M+1,13.85000
3815,2019-12-14,Producto intradiario WD,11.44000
3816,2019-12-14,Producto diario D+1,11.59000
3817,2019-12-15,Producto intradiario WD,11.62000
3818,2019-12-15,Producto diario D+1,12.58000
3819,2019-12-16,Producto intradiario WD,12.10000
3820,2019-12-16,Producto diario D+1,12.61000
3821,2019-12-17,Producto intradiario WD,12.77000
3822,2019-12-17,Producto diario D+1,12.38000
3823,2019-12-17,Producto mensual M+1,14.01000
3824,2019-12-17,Producto mensual M+2,14.05000
3825,2019-12-17,Producto trimestral Q+1,14.08000
3826,2019-12-18,Producto intradiario WD,11.81000
3827,2019-12-18,Producto diario D+1,11.08000
3828,2019-12-18,Producto mensual M+1,14.57000
3829,2019-12-18,Producto anual Y+1,15.00000
3830,2019-12-19,Producto intradiario WD,10.04000
3831,2019-12-19,Producto diario D+1,10.31000
3832,2019-12-19,Producto mensual M+1,14.39000
3833,2019-12-19,Producto trimestral Q+1,14.58000
3834,2019-12-19,Producto anual Y+1,15.06000
3835,2019-12-20,Producto intradiario WD,9.41000
3836,2019-12-20,Producto diario D+1,9.79000
3837,2019-12-20,Producto mensual M+1,13.20000
3838,2019-12-20,Producto mensual M+2,13.80000
3839,2019-12-20,Producto trimestral Q+1,13.83000
3840,2019-12-21,Producto intradiario WD,9.90000
3841,2019-12-21,Producto diario D+1,10.27000
3842,2019-12-22,Producto intradiario WD,10.22000
3843,2019-12-22,Producto diario D+1,9.97000
3844,2019-12-23,Producto intradiario WD,9.75000
3845,2019-12-23,Producto diario D+1,9.50000
3846,2019-12-23,Producto mensual M+1,12.71000
3847,2019-12-24,Producto intradiario WD,8.51000
3848,2019-12-24,Producto diario D+1,9.00000
3849,2019-12-24,Producto mensual M+1,12.50000
3850,2019-12-24,Producto trimestral Q+1,12.61000
3851,2019-12-25,Producto intradiario WD,7.76000
3852,2019-12-25,Producto diario D+1,8.51000
3853,2019-12-26,Producto intradiario WD,7.78000
3854,2019-12-26,Producto diario D+1,8.95000
3855,2019-12-27,Producto intradiario WD,9.50000
3856,2019-12-27,Producto diario D+1,9.36000
3857,2019-12-27,Producto mensual M+1,12.27000
3858,2019-12-28,Producto intradiario WD,11.87000
3859,2019-12-28,Producto diario D+1,11.20000
3860,2019-12-29,Producto intradiario WD,13.74000
3861,2019-12-29,Producto diario D+1,12.67000
3862,2019-12-30,Producto intradiario WD,12.82000
3863,2019-12-30,Producto diario D+1,11.85000
3864,2019-12-30,Producto mensual M+1,12.35000
3865,2019-12-31,Producto intradiario WD,11.65000
3866,2019-12-31,Producto diario D+1,11.37000
3867,2019-12-31,Producto mensual M+1,11.80000
3868,2020-01-01,Producto intradiario WD,11.28000
3869,2020-01-01,Producto diario D+1,11.89000
3870,2020-01-02,Producto intradiario WD,11.59000
3871,2020-01-02,Producto diario D+1,11.69000
3872,2020-01-02,Producto mensual M+1,12.00000
3873,2020-01-03,Producto intradiario WD,11.68000
3874,2020-01-03,Producto diario D+1,11.11000
3875,2020-01-03,Producto mensual M+1,12.63000
3876,2020-01-04,Producto intradiario WD,13.72000
3877,2020-01-04,Producto diario D+1,12.52000
3878,2020-01-05,Producto intradiario WD,13.47000
3879,2020-01-05,Producto diario D+1,12.93000
3880,2020-01-06,Producto intradiario WD,12.72000
3881,2020-01-06,Producto diario D+1,12.89000
3882,2020-01-07,Producto intradiario WD,13.45000
3883,2020-01-07,Producto diario D+1,12.83000
3884,2020-01-07,Producto mensual M+1,12.04000
3885,2020-01-07,Producto mensual M+2,12.00000
3886,2020-01-07,Producto trimestral Q+1,11.95000
3887,2020-01-08,Producto intradiario WD,15.14000
3888,2020-01-08,Producto diario D+1,13.75000
3889,2020-01-08,Producto mensual M+1,12.27000
3890,2020-01-08,Producto anual Y+1,17.24000
3891,2020-01-09,Producto intradiario WD,13.44000
3892,2020-01-09,Producto diario D+1,12.53000
3893,2020-01-09,Producto mensual M+1,12.49000
3894,2020-01-10,Producto intradiario WD,11.67000
3895,2020-01-10,Producto diario D+1,11.67000
3896,2020-01-10,Producto mensual M+1,12.48000
3897,2020-01-10,Producto trimestral Q+1,12.10000
3898,2020-01-11,Producto intradiario WD,11.68000
3899,2020-01-11,Producto diario D+1,11.77000
3900,2020-01-12,Producto intradiario WD,12.37000
3901,2020-01-12,Producto diario D+1,12.54000
3902,2020-01-13,Producto intradiario WD,13.37000
3903,2020-01-13,Producto diario D+1,12.38000
3904,2020-01-13,Producto mensual M+1,12.72000
3905,2020-01-13,Producto mensual M+2,12.27000
3906,2020-01-14,Producto intradiario WD,11.84000
3907,2020-01-14,Producto diario D+1,11.60000
3908,2020-01-14,Producto mensual M+1,12.14000
3909,2020-01-14,Producto trimestral Q+1,11.71000
3910,2020-01-15,Producto intradiario WD,11.50000
3911,2020-01-15,Producto diario D+1,11.40000
3912,2020-01-15,Producto mensual M+1,12.02000
3913,2020-01-15,Producto trimestral Q+1,11.67000
3914,2020-01-16,Producto intradiario WD,11.38000
3915,2020-01-16,Producto diario D+1,11.37000
3916,2020-01-16,Producto mensual M+1,12.10000
3917,2020-01-16,Producto trimestral Q+1,11.45000
3918,2020-01-17,Producto intradiario WD,11.24000
3919,2020-01-17,Producto diario D+1,11.12000
3920,2020-01-17,Producto mensual M+1,12.09000
3921,2020-01-18,Producto intradiario WD,11.18000
3922,2020-01-18,Producto diario D+1,11.09000
3923,2020-01-19,Producto intradiario WD,11.32000
3924,2020-01-19,Producto diario D+1,11.89000
3925,2020-01-20,Producto intradiario WD,11.59000
3926,2020-01-20,Producto diario D+1,11.32000
3927,2020-01-20,Producto mensual M+1,11.67000
3928,2020-01-20,Producto trimestral Q+1,11.35000
3929,2020-01-21,Producto intradiario WD,12.60000
3930,2020-01-21,Producto diario D+1,11.96000
3931,2020-01-21,Producto trimestral Q+1,11.53000
3932,2020-01-22,Producto intradiario WD,13.71000
3933,2020-01-22,Producto diario D+1,13.60000
3934,2020-01-22,Producto mensual M+1,11.79000
3935,2020-01-22,Producto mensual M+2,11.39000
3936,2020-01-22,Producto trimestral Q+1,11.25000
3937,2020-01-22,Producto anual Y+1,16.10000
3938,2020-01-23,Producto intradiario WD,14.21000
3939,2020-01-23,Producto diario D+1,14.00000
3940,2020-01-23,Producto mensual M+1,11.91000
3941,2020-01-23,Producto mensual M+2,11.20000
3942,2020-01-23,Producto trimestral Q+3,14.60000
3943,2020-01-24,Producto intradiario WD,13.00000
3944,2020-01-24,Producto diario D+1,11.91000
3945,2020-01-24,Producto mensual M+1,12.11000
3946,2020-01-25,Producto intradiario WD,10.99000
3947,2020-01-25,Producto diario D+1,10.94000
3948,2020-01-26,Producto intradiario WD,11.07000
3949,2020-01-26,Producto diario D+1,11.48000
3950,2020-01-27,Producto intradiario WD,11.33000
3951,2020-01-27,Producto diario D+1,11.23000
3952,2020-01-27,Producto mensual M+1,11.98000
3953,2020-01-28,Producto intradiario WD,10.77000
3954,2020-01-28,Producto diario D+1,11.00000
3955,2020-01-28,Producto mensual M+1,12.26000
3956,2020-01-29,Producto intradiario WD,10.77000
3957,2020-01-29,Producto diario D+1,10.77000
3958,2020-01-29,Producto mensual M+1,11.77000
3959,2020-01-29,Producto mensual M+2,11.15000
3960,2020-01-29,Producto trimestral Q+1,10.75000
3961,2020-01-29,Producto anual Y+1,15.56000
3962,2020-01-30,Producto intradiario WD,10.26000
3963,2020-01-30,Producto diario D+1,10.28000
3964,2020-01-30,Producto mensual M+1,11.14000
3965,2020-01-30,Producto mensual M+2,10.80000
3966,2020-01-31,Producto intradiario WD,9.18000
3967,2020-01-31,Producto diario D+1,9.46000
3968,2020-01-31,Producto mensual M+1,10.40000
3969,2020-01-31,Producto mensual M+2,10.40000
3970,2020-01-31,Producto anual Y+1,14.85000
3971,2020-02-01,Producto intradiario WD,9.42000
3972,2020-02-01,Producto diario D+1,9.75000
3973,2020-02-02,Producto intradiario WD,9.11000
3974,2020-02-02,Producto diario D+1,10.76000
3975,2020-02-03,Producto intradiario WD,10.09000
3976,2020-02-03,Producto diario D+1,10.11000
3977,2020-02-03,Producto mensual M+1,9.85000
3978,2020-02-04,Producto intradiario WD,9.31000
3979,2020-02-04,Producto diario D+1,9.80000
3980,2020-02-04,Producto mensual M+1,9.79000
3981,2020-02-04,Producto trimestral Q+1,10.15000
